artist,genre,lyric,title
MC Gui,Funk,"Não nasci na rua, mas me joguei nela,Sou mero aprendiz na vida de favela,Onde eu tenho certeza que a fé nunca morre,E a vida real não parece novela,Se hoje eu tenho, eu quero dividir,Ostentar pra esperança levar,Pras crianças nunca desistir,Um sonho que leve gente a acreditar,Eu peço pra Deus o caminho iluminar,Que a luta que eu travo não me traga dor,Eu faço o possível pra gente ganhar,A guerra de miséria que a gente criou,Cê tá ligado o quanto é difícil,Quando lá em cima querem derrubar,Mas quando embaixo se pede ajuda,Ninguém dá a mão se é pra te levantar,Sonhar, nunca desistir,Ter fé, pois fácil não é, nem vai ser,Tentar até se esgotar suas forças,Se hoje eu tenho, eu quero dividir,Ostentar pra esperança levar,Sonhar, nunca desistir,Ter fé, pois fácil não é nem vai ser,Tentar até se esgotar suas forças,Se hoje eu tenho, quero dividir,Ostentar pra esperança levar e o mundo sorrir,Criança quer ser jogador,Pra dar pra família um futuro melhor,Acende essa luz aí no fim do túnel,Que é pra esse menor no futuro enxergar,Se hoje eu tenho, eu quero dividir,Ostentar pra esperança levar,Pras crianças nunca desistir,Um sonho que leve gente a acreditar,Acredito e tenho o pé no chão,Vou fazer um som, me jogar no mundão,Quero ser do bem, não importa o estilo,Contanto que eu tenha tudo que eu preciso,Minha família tá sempre aumentando,Meus amigos só vem pra somar,Quando eu sinto que tá me atrasando,Eu já chuto pra longe pra não mais voltar,Sonhar, nunca desistir,Ter fé, pois fácil não é, nem vai ser,Tentar até se esgotar suas forças,Se hoje eu tenho, eu quero dividir,Ostentar pra esperança levar,Sonhar, nunca desistir,Ter fé, pois fácil não é nem vai ser,Tentar até se esgotar suas forças,Se hoje eu tenho, quero dividir,Ostentar pra esperança levar e o mundo sorrir",Sonhar
MC Gui,Funk,"O bonde passou,A novinha observou,O bonde passou,As novinha observou,Estilo panicat,Gosta do seu facebook,Faz video do Mc Gui,Prá postar no youtube,Eu to na mira dela,Ela ta na minha mira,Ai que eu te pergunto,De onde vem essa novinha,O bonde passou,A novinha observou,Viu o Mc Gui,Nesse daí eu vou que vou,Ela pensa que me engana,De boba não tem nada,Quer ostentação,Dá um pião de sonata,Corpinho uma beleza,Carinha de princesa,Vale mais que um diamante,Essa mina é uma riqueza,Ela qué apê na praia,Cobertura á beira mar,Se ajoelha no chão,Me pedindo pra casar,Passou no calçadão,Do jeito que tá na moda,Olha a cara dos menino,Viiiiish,Não tem quem não olha.,O bonde passou,A novinha observou,Viu Mc Gui,Nesse daí eu vou que vou,Ela pensa que me engana,De boba não tem nada,Quer ostentação,Dá um pião de sonata,Estilo panicat,Gosta do seu facebook,Faz video do Mc Gui,Pá postar no youtube,Eu to na mira dela,Ela ta na minha mira,Ai que eu te pergunto,De onde vem essa novinha,O bonde passou,A novinha observou,Viu o Mc Gui,Nesse daí eu vou que vou,Ela pensa que me engana,De boba não tem nada,Quer ostentação,Dá um pião de sonata,Corpinho uma beleza,Carinha de princesa,Vale mais que um diamante,Essa mina é uma riqueza,Ela qué apê na praia,Cobertura á beira mar,Se ajoelha no chão,Me pedindo pra casar,Olha só novinha,Não leva como esculacho,Figurinha repetida,Eu não colo no meu álbum,O bonde passou,A novinha observou,Viu o Mc Gui,Nesse daí eu vou que vou,Ela pensa que me engana,De boba não tem nada,Quer ostentação,Dá um pião de sonata.,O bonde passou,A novinha observou,O Mc Gui,Nesse daí eu vou que vou,Ele pensa que me engana,De boba não tem nada,Quer ostentação,Dá um pião de sonata",O Bonde Passou
MC Pedrinho,Funk,"Queria tá navegando,E te contando,E te falando,O quanto que eu te amo,A gente se abraçando,A gente se beijando,Nosso amor pelo ar,Vai se espalhando,Não conheci o amor,Só conhecia a bondade,E hoje conheci você,E é amor de verdade,O teu jeito de sorrir,O teu jeito de falar,Fico meio perturbado,Quando vejo seu olhar,Você é quem me faz feliz,E me faz delirar,E você quem fez,Eu por ti se apaixonar!,Vou estar com você,Quando mais precisar,Querendo ou não querendo,Comigo pode contar,Duvide da luz dos astros,Que o sol tenha calor,Duvida até da verdade,Mas confia em mim, amor,Mas confia em mim, amor,Duvide da luz dos astros,Que o sol tenha calor,Duvida até da verdade,Mas confia em mim, amor, ooh,Mas confia em mim, amor, ooh,Mas confia em mim, amor,No mundo do amor,Eu to viajando,Contando os segundos,Que o sol tá acabando,Queria tá navegando,E te contando,E te falando,O quanto que eu te amo,A gente se abraçando,A gente se beijando,Nosso amor pelo ar,Vai se espalhando,Não conheci o amor,Só conhecia a bondade,E hoje conheci você,Que é amor de verdade,O teu jeito de sorrir,O teu jeito de falar,Fico meio perturbado,Quando vejo seu olhar,Você é quem me faz feliz,E me faz delirar,E você quem fez,Eu por ti se apaixonar!,Vou estar com você,Quando mais precisar,Querendo ou não querendo,Comigo pode contar,Duvide da luz dos astros,Que o sol tenha calor,Duvida até da verdade,Mas confia em mim, amor,Mas confia em mim, amor,Duvide da luz dos astros,Que o sol tenha calor,Duvida até da verdade,Mas confia em mim, amor, ooh,Mas confia em mim, amor, ooh,Mas confia em mim, amor,No mundo do amor,Eu to viajando,Contando os segundos,Que o sol tá acabando,Contando os segundos,Que o sol tá acabando,No mundo do amor,Eu to viajando,Contando os segundos,Que o sol tá acabando",Nosso Amor
MC Federado e os Leleks,Funk,"Aaaaaaaaah lelek lek lek lek lek lek lek lek lek lek,Aaaaaaaaah lelek lek lek lek lek lek lek lek lek lek,Girando girando girando para o lado,Girando girando girando pro outro,Aaaaaaaaah lelek lek lek lek lek lek lek lek lek lek,Girando girando girando para o lado,Girando girando girando pro outro,No passinho do volante,Quero ver o baile todo,Esse é o novo passinho pra geral se amarrar,Ele é muito maneiro, qualquer um pode mandar,É a revelação aqui do Rio de Janeiro,Se você aprender vai mandar o tempo inteiro,Pois nas comunidades esse passinho já estourou,Dança até titia, vovó e também vovô,Mas preste atenção agora vou te ensinar,O passinho do volante pra você também mandar,Aaaaaaaaah lelek lek lek lek lek lek lek lek lek lek,Girando girando girando para o lado,Girando girando girando pro outro,Aaaaaaaaah lelek lek lek lek lek lek lek lek lek lek,Girando girando girando para o lado,Girando girando girando pro outro,No passinho do volante,Quero ver o baile todo,No passinho, no passinho,No passinho do volante,No passinho do volante,Quero ver o baile todo,No passinho do volante,Quero ver o baile todo,Girando girando girando para o lado,Girando girando girando pro outro,Aaaaaaaaah lelek lek lek lek lek lek lek lek lek lek,Girando girando girando para o lado,Girando girando girando pro outro,No passinho do volante,Quero ver o baile todo,Esse é o novo passinho pra geral se amarrar,Ele é muito maneiro, qualquer um pode mandar,É a revelação aqui do rio de janeiro,Se você aprender vai mandar o tempo inteiro,Pois nas comunidades esse passinho já estourou,Dança até titia, vovó e também vovô,Mas preste atenção agora vou te ensinar,O passinho do volante pra você também mandar,Aaaaaaaaah lelek lek lek lek lek lek lek lek lek lek,Girando girando girando para o lado,Girando girando girando pro outro,Aaaaaaaaah lelek lek lek lek lek lek lek lek lek lek,Girando girando girando para o lado,Girando girando girando pro outro,No passinho do volante,Quero ver o baile todo,No passinho, no passinho,No passinho do volante,No passinho do volante,Quero ver o baile todo,No passinho do volante,Quero ver o baile todo",Passinho do Volante (Ah Lelek Lek Lek Lek)
Ludmilla,Funk,"Tu não tem nada pra fazer,E fica nessa agonia,Fala de mim, pensa em mim,Vinte e quatro horas por dia,Fala de mim, pensa em mim,Vinte e quatro horas por dia,Fala de mim, pensa em mim,Fala, fala de mim, pensa em mim,Só sabe meu primeiro nome,E acha que me conhece,Olha, se põe no seu lugar,E vê se comigo não se mete,Faz carinha feia,Quando passa do meu lado,Ainda por cima baba,Me olhando de cima a baixo,Novinho ficou maluco,Até parou no tempo,Quando eu mandei quadradinho,Mostrando o meu talento,Calça apertada, bunda empinada,Dez vezes melhor que a sua namorada,Para tudo, pego no copo,Com a unha decorada,Ô mandada, safadinha,Eu já descobri seu truque,Pra saber da minha vida,Não sai do meu Facebook,Tu não tem nada pra fazer,E fica nessa agonia,Fala de mim, pensa em mim,Vinte e quatro horas por dia,Fala de mim, pensa em mim,Vinte e quatro horas por dia,Fala de mim, pensa em mim,Vinte e quatro horas por dia",24 Horas Por Dia
Mulher Melão,Funk,"Você, você, você, você, você, você, você quer?,Você, você, você, você, você, você, você quer?,Você, você, você, você, você, você, você quer?,Você, você, você, você, você, você, você quer?,Você quer?,Você quer? Você quer? Você quer? Você quer?,Paga pra mim,Você quer? Você quer? Você quer? Você quer?,Paga pra mim,Você quer? Você quer? Você quer? Você quer?,Paga pra mim,Eu sou a Mulher Melão,O meu ritmo é assim,Paga pra mim, paga pra mim, paga pra mim,Paga pra mim, paga pra mim, paga pra mim,Quero por silicone,Quero carro importado,Quero cordão de ouro,Quero roupa de marca,Paga pra mim, paga pra mim, paga pra mim,Paga pra mim, paga pra mim, paga pra mim,Eu vou te seduzir,Eu vou te deixar louco,Vou fazer você gastar todo dinheiro do seu bolso,Você, você, você, você, você, você, você quer?,Você, você, você, você, você, você, você quer?,Você, você, você, você, você, você, você quer?,Você, você, você, você, você, você, você quer?,Quer? Você quer?,Você quer? Você quer? Você quer? Você quer?,Paga pra mim,Você quer? Você quer? Você quer? Você quer?,Paga pra mim,Você quer? Você quer? Você quer? Você quer?,Paga pra mim,Mas eu não sou mercenária,Os homens é que são ""facinho"",Fazem o que as mulheres querem,Só pra ter nosso corpinho,Só pra ter nosso corpinho",Você Quer?
Pikeno e Menor,Funk,"Mas quem pensou que ela tava depressiva em casa,Só porque o namorado terminou com ela,Que ela só pensava em chorar, muito errado você tá,E a partir desse momento a cena é toda dela,Foi pra noite, perdeu a linha, funkeira de carteirinha,E tudo que ela faz as invejosas imita,Tá solteira, mas não sozinha, não vai ser mais boazinha,Dentro do seu coração não entra mais visita,Se ele disse que não te quer, que bagacinho tu é,É mentira, tu foi feita na medida certa,Então abre o olho, mulher, vê quanto cara te quer,E quando tu passa deixa nóis de boca aberta,Mas ela é toda toda, ela é toda toda,Toda top, toda linda, leve e solta,E quer mais que você se exploda,Ela é toda toda, chora muito agora que ela tá em outra,Mas ela é toda toda, ela é toda toda,Toda top, toda linda, leve e solta,E quer mais que você se exploda,Ela é toda toda, chora muito agora que ela tá em outra",Toda Toda
MC Marcinho,Funk,"Quando estava triste o meu coração,Eu fui para um canto e fiz essa canção,(DJ, solta o solitário para todos os apaixonados),Amor, porque você me trata assim?,Apenas quero te fazer feliz,Você não dá mais bola para mim,Não vou conseguir mais viver sem ti,Ainda lembro daqueles momentos,Até hoje está no pensamento,Amor, me dá uma segunda chance,Vou ser melhor de hoje em diante,Você não pode ter me esquecido assim,Ainda sinto você aqui dentro de mim,A nossa paixão não é como antes,Mas ainda é forte o bastante,Para ter você comigo,Tendo você estou no paraíso,Eu olho pro céu e vejo as nuvens passando,As estrelas me dizem que eu estou amando,Eu sei que estou muito novo para amar,Mas a idade não importa quando você gosta de alguém,Como eu gosto e essa pessoa por mim tem desgosto.,Ela não me quer e não me gosta mais,Eu tenho é mais é que correr atrás,De alguém que me dê muito valor,E goste de mim do jeito que eu sou,Eu passo por ela e não dá pra aguentar,O coração bate forte, eu começo a chorar,Amor, estou arrasado,Sou MC Marcinho e estou apaixonado,Você gosta de mim e não quer ficar dizendo,Fica guardando, sofrendo por dentro.,Eu canto esse rap, é do Solitário,No meu pensamento, eu guardo o seu retrato,Quando vou dormir, eu só vejo você,Já pensei até mesmo em morrer,Morena linda, toda deslumbrante,Você vale mais que um diamante,Eu não sei se eu vou aguentar,Não dá pra botar outra em seu lugar,Não faça isso com meu coração,Ele está sedento de paixão,E na porta bateram,Eu entrei em um desespero,Abri a porta, não deu pra aguentar, era quem?,Era ela pedindo pra voltar,Meu coração, novamente bateu,E o nosso amor enfim renasceu,Eu vou terminando com satisfação,Procure alguém que cure o seu coração,Eu olho pro céu e vejo as nuvens passando,As estrelas me dizem que eu estou amando,Eu sei que estou muito novo para amar,Mas a idade não importa quando você gosta de alguém,Como eu gosto e essa pessoa por mim tem desgosto,Ela não me quer e não me gosta mais,Eu tenho é mais é que correr atrás,De alguém que me dê muito valor,E goste de mim do jeito que eu sou,Eu passo por ela e não dá pra aguentar,O coração bate forte, eu começo a chorar,Amor, estou arrasado,Eu sou MC Marcinho e estou apaixonado,Você gosta de mim e não fica dizendo,Fica guardando, sofrendo por dentro,Eu canto esse rap, é do solitário,No meu pensamento, eu guardo o seu retrato,Quando vou dormir, eu só vejo você,Já pensei até mesmo em morrer,Morena linda, toda deslumbrante,Você vale mais que um diamante,Eu não sei se eu vou aguentar,Não dá pra botar outra em seu lugar,Não faça isso com meu coração,Ele está sedento de paixão,E na porta bateram,Eu entrei em um desespero,Abri a porta, não deu pra aguentar, era quem?,Era ela pedindo pra voltar",Rap do Solitário
Naldo Benny,Funk,"Abre mais a blusa, me usa só não pede pra parar,Pra sentir seu corpo mais quente, deixar molhada, vem cá,Puxa teu cabelo, uma mordidinha louca me dá,Quando a nossa música tocar,Dá água na boca, me sobe uma coisa boa, me dá,Pensamento voa, imagino um milhão de coisas, sei lá,Seja na boate, na cama, no carro, em qualquer lugar,E só você que sabe me dá,Só você me da, me faz delirar,Só você me dá,É que eu morro de vontade de você,Traz champagne e sabe me enlouquecer,Pega o chantilly na hora de sentir prazer,Tira a roupa e faz coisas de alucinar,Vem me agarra, me faz delirar,Quero te beijar,Então vem me dá,É que eu morro de vontade de você,Traz champagne e sabe me enlouquecer,Pega o chantilly na hora de sentir prazer,Tira a roupa e faz coisas alucinar,Me faz delirar, então vem me dar,Quero te beijar, só você me dá,Abre mais a blusa, me usa só não pede pra parar,Pra sentir seu corpo mais quente, deixar molhada, vem cá,Puxar teu cabelo, uma mordidinha louca me dá,Quando a nossa música tocar,Dá água na boca, me sobe uma coisa boa, me dá,Pensamento voa, imagino um milhão de coisas, sei lá,Seja na boate, na cama, no carro,ou em qualquer lugar,E só você que sabe me dá,Só você me da, me faz delirar,Só você me dá,É que eu morro de vontade de você,Traz champagne e sabe me enlouquecer,Pega o chantilly na hora de sentir prazer,Tira a roupa e faz coisas de alucinar,Vem me agarrar, quero te pegar,Então vem me amar, só você me dá,É que eu morro de vontade de você,Traz champagne e sabe me enlouquecer,Pega o chantilly na hora de sentir prazer,Tira a roupa e faz coisas alucinar,Vem me agarrar, quero te pegar,Então vem me dar, só você me dá,Só você me da, só você me dá,Me faz delirar só você me dá",Chantilly
MC G15,Funk,"Eu preciso te ter,Meu fechamento é você, mozão,Eu não preciso mais beber,E nem fumar maconha,Que a sua presença me deu onda,O seu sorriso me dá onda,Você sentando, mozão, me deu onda,Que vontade de te ter, garota,Eu gosto de você, fazer o quê?,O pai te ama,Que vontade de te ter, garota,Eu gosto de você, fazer o quê?,O pai te ama, é,O pai te ama,O pai te ama, é,O pai te ama",Deu Onda [versão light]
Os Hawaianos,Funk,"Olha a sequência do pente, pente, pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Traição é traição,Romance é romance,Amor é amor,E um lance é um lance,Traição é traição,Romance é romance,Amor é amor,E um lance é um lance,Olha a sequência do pente, pente, pente,(Palmeou, mirou, apontou, toma),Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Olha a sequência do pente,Para todas danadas presentes,Olha a sequência do pente,Traição é traição,Romance é romance,Amor é amor,E um lance é um lance,Traição é traição,Romance é romance,Amor é amor,E um lance é um lance, é um lance, é um lance,(É um lance, é um lance),Responde pra mim se você quer,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Traição é traição,Romance é romance,Amor é amor,E um lance é um lance,Traição é traição,Romance é romance,Amor é amor,E um lance é um lance,Olha a sequência do pente, pente, pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Um pente é um pente, é um pente, é um pente,Olha a sequência do pente,Para todas danadas presentes,Olha a sequência do pente",É o Pente (Sequência do Pente)
MC Daleste,Funk,"Matar os polícia é a nossa meta,Fala pra nóis quem é o poder,Mente criminosa, coração bandido,Sou fruto de guerras e rebeliões,Comecei menor, já no 157,Hoje meu vício é roubar, profissão perigo,Especialista, formado na faculdade criminosa,Armamento pesado, ataque soviético,É que esse é o bonde do mk porque,Quem manda aqui,É o 1P e 2C, fala pra nóis quem é o poder,Fala pra nóis quem é o poder,Se tu quer ouvir apologia, eu te apresento nosso arsenal,AK, pistola Glock, G3, mini-uzi,762 Fundador Parafal, a R15, a R Baby Magno Macs,Fuzil holandês, MP5 762, Semiautomática M16, AP Colt,190 Galac Torrents, Meiota e 50,Especialista em assaltos bancários,Formado na faculdade criminosa,Sub uzi, Aim check, Flatclonos, Ponto 40,Tipo guerrilha, São Paulo, SP, a grande capital é toda nossa,Meu nome você quer saber,Pra me denunciar pros verme da ***,Quer me rastrear e toma lá da cá, bate de frente, faz sua parte,É nóis que soma e nóis que tá,Forma de expressão pra mim não interessa,Estamos embrazado na mesma missão,Matar os polícia é a nossa meta,Se tu quer ouvir apologia, eu te apresento,Nosso arsenal (ham), esse é o kit do mal,Fala pra nóis quem é o poder,Matar os policia é a nossa meta,Fala pra nóis quem é o poder,Mente criminosa, coração bandido,Sou fruto de guerras e rebeliões,Comecei menor já no 157,Hoje meu vício e roubar, profissão perigo,Especialista, formado na faculdade criminosa,Armamento pesado, ataque soviético,É que esse é o bonde do mk,Porque quem manda aqui,É o 1 p e 2 c, fala pra nóis que é o poder,Fala pra nóis quem é o poder,Se tu quer ouvir apologia, eu te apresento nosso arsenal,Uma AK, pistola Glock, G3, mini-use,762 Fundador Parafal, a R15, a R Baby Magno Macs,Fuzil holandês, MP5 762, Semiautomática M16, AP Colt,190 Galac Torrents, Meiota e 50,Especialista em assaltos bancários,Formado na faculdade criminosa,Sub use, Aim check, Flatclonos, Ponto 40,Tipo guerrilha, São Paulo, SP, a grande capital é toda nossa,Meu nome você quer saber,Pra me denunciar pros verme da d*,Quer me rastrear e toma lá, dá cá,Bate de frente, faz sua parte,É nóis que soma e nóis que tá,Forma de expressão pra mim não interessa,Estamos embraçado na mesma missão,Matar os polícia é a nossa meta,Se tu quer ouvir apologia, eu te apresento,Nosso arsenal (ham), esse é o kit do mal,Se tentar, tu sai furado!",Apologia
Valesca Popozuda,Funk,"Desejo a todas inimigas vida longa,Pra que elas vejam a cada dia mais nossa vitória,Bateu de frente é só tiro, porrada e bomba,Aqui, dois papos não se cria e nem faz história,Acredito em Deus, faço Ele de escudo,Late mais alto que daqui eu não te escuto,Do camarote, quase não dá pra te ver,Tá rachando a cara, tá querendo aparecer,Não sou covarde, já tô pronta pro combate,Keep calm e deixa de recalque,O meu sensor de piriguete explodiu,Pega a sua inveja e vai pra...,Beijinho no ombro pro recalque passar longe,Beijinho no ombro só pras invejosas de plantão,Beijinho no ombro só quem fecha com o bonde,Beijinho no ombro só quem tem disposição,Beijinho no ombro pro recalque passar longe,Beijinho no ombro só pras invejosas de plantão,Beijinho no ombro só quem fecha com o bonde,Beijinho no ombro só quem tem disposição,Desejo a todas inimigas vida longa,Pra que elas vejam a cada dia mais nossa vitória,Bateu de frente é só tiro, porrada e bomba,Aqui, dois papos não se cria e nem faz história,Acredito em Deus, faço Ele de escudo,Late mais alto que daqui eu não te escuto,Do camarote, quase não dá pra te ver,Tá rachando a cara, tá querendo aparecer,Não sou covarde, já tô pronta pro combate,Keep calm e deixa de recalque,O meu sensor de piriguete explodiu,Pega a sua inveja e vai pra...,(Rala, sua mandada!),Beijinho no ombro pro recalque passar longe,Beijinho no ombro só pras invejosas de plantão,Beijinho no ombro só quem fecha com o bonde,Beijinho no ombro só quem tem disposição,Beijinho no ombro pro recalque passar longe,Beijinho no ombro só pras invejosas de plantão,Beijinho no ombro só quem fecha com o bonde,Beijinho no ombro só quem tem disposição,(Rala, sua mandada!)",Beijinho No Ombro
MC Bola,Funk,"Deixa ela passar,,Não olha nem mexe,Rá ela é terrível!,Ela não anda, ela desfila,Ela é top, capa de revista,É a mais mais, ela arrasa no look,Tira foto no espelho pra postar no facebook,Onde ela chega rouba a cena deixa os moleque babando,Na boca do bico arruma buchicho e as invejosas xingando,Baladeira de oficio não gosta de compromisso,Encanta com seu jeitinho ela não é de ninguém mais é chegada num lancinho,Quando chega no baile ela é atração,Fica descontrolada ao som tamborzão,De vestido coladinho ela desce até o chão,Rá ela é terrível!,Ela não anda, ela desfila,Ela é top, capa de revista,É a mais mais, ela arrasa no look,Tira foto no espelho pra postar no facebook,Deixa ela passar, deixa ela passar,Onde ela chega rouba a cena deixa os moleques babando,Na boca do bico arruma buchicho e as invejosas xingando,Baladeira de oficio não gosta de compromisso,Encanta com seu jeitinho ela não é de ninguém,Mais é chegada num lancinho,Quando chega no baile ela é atração,Fica descontrolada ao som do tamborzão,De vestido coladinho ela desce até o chão,Rá ela é terrível!,Ela não anda, ela desfila,Ela é top, capa de revista,É a mais mais, ela arrasa no look,Tira foto no espelho pra postar no facebook,Rá ela é terrível!",Ela é Top
Naldo Benny,Funk,"Fica louca, tira a roupa,Vem que hoje 'cê não escapa, não,Sua boca me enlouquece, êta alucinação,Lingerie vermelha, fico louco,'Cê me conhece bem,Pega o sorvete com leite moça,Esfrega e deixa bem lambuzado,Sauna e piscina, tudo, tudo exagerado,O DJ comanda o som, aumenta o teu tesão,O que é que tem?,Você me faz tão bem,Me diz o que que tem,Você me faz tão bem,Me diz o que é que tem,Você me faz tão bem,Beija teu pescoço pra te arrepiar,Falar besteiras no ouvido até você pirar,Lamber tocar, sabe que eu te desejo,'Cê não sai da minha cabeça,Baby, me faz relaxar,Dança pra mim, me faz voar,Faz comigo, vem comigo,Sem ter hora pra acabar",Exagerado
Jojo Maronttinni,Funk,"Que tiro foi esse?,Que tiro foi esse que tá um arraso?!,Que tiro foi esse?,Que tiro foi esse que tá um arraso?!,Que tiro foi esse, viado?,Que tiro foi esse que tá um arraso?!,Que tiro foi esse, viado?,Que tiro foi esse que tá um arraso?!,Samba,Na cara da inimiga,Vai, samba,Desfila com as amigas,Vai, samba,Na cara da inimiga,Vai, samba,Desfila com as amigas,Quer causar, a gente causa,Quer sambar, a gente pisa!,Quer causar, a gente causa,Quem olha o nosso bonde, pira,Quer causar, a gente causa,Quer sambar, a gente pisa!,Quer causar, a gente causa,Quem olha o nosso bonde, pira,Então samba,Na cara da inimiga,Vai, samba,Desfila com as amigas,Vai, samba,Na cara da inimiga,Vai, samba,Desfila com as amigas,Que tiro foi esse, viado?,Que tiro foi esse que tá um arraso?!,Que tiro foi esse, viado?,Que tiro foi esse que tá um arraso?!,Samba,Na cara da inimiga,Vai, samba,Desfila com as amigas,Vai, samba,Na cara da inimiga,Vai, samba,Desfila com as amigas,Quer causar, a gente causa,Quer sambar, a gente pisa,Quer causar, a gente causa,Quem olha o nosso bonde, pira,Quer causar, a gente causa,Quer sambar, a gente pisa!,Quer causar, a gente causa,Quem olha o nosso bonde, pira,Então samba,Na cara da inimiga,Vai, samba,Desfila com as amigas,Vai, samba,Na cara da inimiga,Vai, samba,Desfila com as amigas",Que Tiro Foi Esse
MC Daleste,Funk,"A vida não é tão boa,Como eu queria,Sem você pra me abraçar em uma noite fria,Toda vez que fecho os olhos,Penso em estar do seu lado,Sentindo sua pele, vendo o seu olhar inexplicável,Mas infelizmente a noite chega estou aqui,Sozinho no meu quarto, sem você perto de mim,Se te magoei no passado, por favor me perdoa,Eu não dei valor, vacilei, te machuquei à toa,Hoje sinto, agora sei, tudo o que eu fiz de errado,Quase te perdi, mas vamos esquecer o passado,Estou falando o que eu sinto, você pode não acreditar,Com você eu mudei, com você aprendi a amar,Várias pedras no caminho tentando nos parar,Mas Deus é bom, me deu forças pra continuar,Estar do seu lado dia após dia,Paro, penso e me pergunto será que eu merecia?,Já pratiquei o mal, consciente, sei o que fiz,Sentia prazer em ver o sofrimento, olhar e ser capaz de rir,Por isso me pergunto por que estou com você,Várias pessoas machuquei,Será que é a minha vez de sofrer?,Nessa vida eu errei,Não me arrependo de nada,Porque aqui se faz e aqui que você paga,Hoje não sou prostituto, moleque piranha, porque sou fiel,Tenho minha namorada uso aliança ao invés de anel,Não tenho do que reclamar do jeito que você me trata,Nos momentos bons e ruins, a verdadeira namorada!,Estou desabafando tudo o que tenho vontade de dizer,Olha dentro dos meus olhos, Érica, amo você,E que a nossa historia continue por muitos tempos,Brigas inevitáveis que levam aos nossos maus momentos,Mas assim que aprende, tem que cair pra levantar,Sozinho é mais difícil, tenho você pra me acompanhar,O que sinto por você jamais senti por ninguém,Dessa vez me envolvi, meu coração é seu refém,Mas não posso me iludir, tudo tem sua hora,Seja o que Deus quiser, olha bem com quem você namora,Só que no meu caso não preciso me preocupar,Confio e confirmo, sei quem escolhi pra amar,A vida não é tão boa,Como eu queria,Sem você pra me abraçar em uma noite fria,Toda vez que fecho os olhos,Penso em estar do seu lado,Sentindo sua pele, vendo o seu olhar inexplicável,Mas infelizmente a noite chega estou aqui,Sozinho no meu quarto, sem você perto de mim,Se te magoei no passado, por favor me perdoa,Eu não dei valor, vacilei, te machuquei à toa,Hoje sinto, agora sei, tudo o que eu fiz de errado,Quase te perdi, mas vamos esquecer o passado,A vida não é tão boa como eu queria,Sem você pra me abraçar em uma noite fria,Toda vez que fecho os olhos,Penso em te dizer o quanto você é linda,Érica, eu amo você!",Verdadeira Namorada
Claudinho e Buchecha,Funk,"Avião sem asa,Fogueira sem brasa,Sou eu assim, sem você,Futebol sem bola,Piu-Piu sem Frajola,Sou eu assim, sem você,Por que é que tem que ser assim?,Se o meu desejo não tem fim,Eu te quero a todo instante,Nem mil alto-falantes,Vão poder falar por mim,Amor sem beijinho,Bochecha sem Claudinho,Sou eu assim sem você,Circo sem palhaço,Namoro sem amaço,Sou eu assim sem você,Tô louco pra te ver chegar,Tô louco pra te ter nas mãos,Deitar no teu abraço,Retomar o pedaço,Que falta no meu coração,Eu não existo longe de você,E a solidão é o meu pior castigo,Eu conto as horas pra poder te ver,Mas o relógio tá de mal comigo,Eu não existo longe de você,E a solidão é o meu pior castigo,Eu conto as horas pra poder te ver,Mas o relógio tá de mal comigo,Por quê? Por quê?,Neném sem chupeta,Romeu sem Julieta,Sou eu assim, sem você,Carro sem estrada,Queijo sem goiabada,Sou eu assim, sem você,Você,Por que é que tem que ser assim?,Se o meu desejo não tem fim,Eu te quero a todo instante,Nem mil alto-falantes,Vão poder falar por mim,Eu não existo longe de você,E a solidão é o meu pior castigo,Eu conto as horas pra poder te ver,Mas o relógio tá de mal comigo,Eu não existo longe de você,E a solidão é o meu pior castigo,Eu conto as horas pra poder te ver,Mas o relógio tá de mal comigo,Por quê? Por quê?",Fico Assim Sem Você
