artist,genre,lyric,title
Nego do Borel,Funk,"[Nego do Borel],Você partiu meu coração, ai,Mas meu amor, não tem problema, não, não,Agora vai sobrar então (o quê? O quê? Ai),Um pedacim pra cada esquema,Só um pedacim,[Wesley Safadão],Você partiu meu coração,Ai, meu coração,Mas meu amor, não sinta pena, não, não,Que agora vai sobrar então,Um pedacim pra cada esquema,Só um pedacim,[Nego do Borel],Se eu não guardo nem dinheiro,Que dirá guardar rancor,Você vacilou primeiro,Nosso caso acabou,[Wesley Safadão],E se na fossa eu fui caseiro,Quando passa, eu sou terror,Tô na vida de solteiro,Preparado pro caô,[Nego do Borel e Wesley Safadão],Você partiu meu coração,Ai, meu coração,Mas meu amor, não tem problema, não, não,Que agora vai sobrar então (o que, Safadão? O que, Safadão?),Um pedacim pra cada esquema,Só um pedacim,[Anitta],Eu nunca quis seu coração,Amor demais só dá problema, não, não,Mas você pode ser, então (adivinha, o quê? Vai),Um pedacim do meu esquema,Só um pedacim,Já passou, tá resolvido,Segue em frente e desapega,Mas se eu rebolar, duvido,Que você não desespera,[Wesley Safadão],Te esquecer não foi problema,O problema é resolver,Essa chuva de esquema,Que eu tenho que atender,[Nego do Borel],Segunda eu encontro a vizinha de cima,Na terça eu encontro a vizinha do lado,Quarta é o dia daquela menina,Que mora na esquina da rua de baixo,Quinta eu começo já de manhã cedo,Porque tem mais duas, não dá pra negar,Fim de semana, tá tudo embolado,É tanto esquema, nem dá pra contar,[Wesley Safadão, Nego do Borel e Anitta],Você partiu meu coração,(Ai, meu coração),Mas meu amor, não tem problema, não, não,Mas você pode ser então (o quê? O quê?),Um pedacim do meu esquema,Só um pedacim,Você partiu meu coração (eu?!),Ai, meu coração!,Mas meu amor, não sinta pena, não, não,Agora vai sobrar então (o que, Safadão? O que, Safadão?),Um pedacim pra cada esquema,Só um pedacim",Você Partiu Meu Coração (part. Anitta e Wesley Safadão)
Os Avassaladores,Funk,"Digdin, digdin, digdin,Digdin, digdin, digdin,Digdin, digdin,Sou foda,Digdin, digdin, digdin,Digdin, digdin, digdin,Digdin, digdin,Sou foda,Sou foda,Na cama te esculacho,Na sala ou no quarto,No beco ou no carro,Eu, eu sou sinistro,Melhor que seu marido,Esculacho seu amigo,No escuro eu sou um perigo,Avassalador,Um cara interessante,Esculacho o teu amante,Até o teu ficante,Mas... mas não se esqueça,Que eu sou vagabundo,Depois que a putaria começou a rolar no mundo (no mundo),Pra, pra te enlouquecer,Pra, pra te enlouquecer,Todas, todas que provaram,Não conseguem esquecer,Pra, pra te enlouquecer,Pra te enlouquecer,Todas, todas que provaram,Não conseguem esquecer,Sou foda,Eu sou sinistro",Sou Foda
Pikeno e Menor,Funk,"Quem disse que eu tava querendo um outro alguém?,Mentiu e viu que foi você e não foi mais ninguém,Mas não vou mais te esperar, esse filme eu conheço,A vida vai trazer quem eu mereço,Agora eu vi o que fez mal pro coração,Foi ter que esperar sua decisão de sim ou não,Te pedi pra ficar, você decidiu partir,A inveja alheia conseguiu nos destruir,E tá difícil e sem chance de ombro amigo,Cansei, levantei, se eu quero eu posso, eu consigo,Sonhador...se levantou e hoje diz,E quem perdeu que chore, eu vou atrás de ser feliz!,Quem disse que eu tava querendo um outro alguém?,Mentiu e viu que foi você e não foi mais ninguém,Mas não vou mais te esperar, esse filme eu conheço,A vida vai trazer quem eu mereço,Quem disse que eu tava querendo um outro alguém?,Mentiu e viu que foi você e não foi mais ninguém,Mas não vou mais te esperar, esse filme eu conheço,A vida vai trazer quem eu mereço,Agora eu vi o que fez mal pro coração,Foi ter que esperar sua decisão de sim ou não,Te pedi pra ficar, você decidiu partir,A inveja alheia conseguiu nos destruir!,E tá difícil e sem chance de ombro amigo,Cansei, levantei, se eu quero eu posso, eu consigo,Sonhador...se levantou e hoje diz,E quem perdeu que chore, eu vou atrás de ser feliz!,Quem disse que eu tava querendo um outro alguém?,Mentiu e viu que foi você e não foi mais ninguém,Mas não vou mais te esperar, esse filme eu conheço,A vida vai trazer quem eu mereço,Quem disse que eu tava querendo um outro alguém?,Mentiu e viu que foi você e não foi mais ninguém,Mas não vou mais te esperar, esse filme eu conheço,A vida vai trazer quem eu mereço,A vida vai trazer quem eu mereço,A vida vai trazer quem eu mereço",A Vida Vai Trazer
MC Daleste,Funk,"Esse é o papo do Daleste,Esse é o papo do Daleste,Mais amor, menos recalque nesse baile,Que eu vou de Hornet, de Amarok,20 mil cruzeiros pra gastar,Mais amor, menos recalque,Sai do pé, morre pra lá,7 com 7 é 14, mais 7 é 21,Daleste mandou pro recalque,Vai tomar no (uuh),Que eu vou de Hornet, de Amarok,20 mil cruzeiros pra gastar,Mais amor, menos recalque,Sai do pé, morre pra lá,7 com 7 é 14, mais 7 é 21,Daleste mandou pro recalque,Vai tomar no (uuh),Não quero saber de nada,Nem quanto é, esse é meu lema,Sem patifaria, sai do meu pé,Dinheiro não é problema,Vai, desacreditou de mim,Haha, agora segura,Eu tô suave, você tá na pindura,Você só quis o meu mal,Me ver na pior e riu quando eu tropecei,Seu pesadelo tá de volta,Você tremeu quando eu cheguei,Da tua cara eu tenho nojo,(Dá tua cara eu tenho nojo),Se uma palavra dói mais que um tapa,Essa te deixou de olho roxo,Vai se acostumando que eu cheguei para ficar,Porque daqui ninguém me tira,E aqui é o meu lugar haha,Para de indireta pra mim,Cê quer que eu te dê ibope,Valeu, mas não tô afim,A foto no meu Instagram você curtiu sem querer,Fala mal, mas adora, curte o meu jeito de ser,Ai, ai, não tenho dó, não tenho dó de Zé Mané,E quando eu passo de nave, eles sempre tão a pé,Mais amor, menos recalque,Eu vou de Hornet, de Amarok,20 mil cruzeiros pra gastar,Mais amor, menos recalque,Sai do pé, morre pra lá,7 com 7 é 14,Tá ligado que eu não brinco,Quem odeia um recalque,Abre a boca e dá um grito","Mais Amor, Menos Recalque"
Pikeno e Menor,Funk,"Deixa o livro de lado,Sem namorado pra casa ela desce,O dia melhora,Só quando a noite aparece,Tu pensa que ela quer,Um dia de compromisso,Mas não perde o tempo,Porque ela gosta mesmo é disso,No litoral ela tá,Na praia de Ubatuba,Nasceu pra ser top,Não pra andar de garupa,Pode deixar que ela vai,Escolher a noitada,Não é interesseira,Mas quer andar bem acompanhada,E quando passar,Chama atenção dos parça,Pega o Black Label,E joga o Chandon na taça,Capricha, novinha,Porque esse é teu momento,Mal acostumada,E presta atenção no vestimento,Calça da Armani,Já vi ela de ED,Bolsa da DG,Com a blusinha da Ecko Red,Anda bem cheirosa,Porta Morena Rosa,Melhor que tá tendo,E quando passa eu falo ""nossa!"",Novinha treinada,E se pegar vira vício,Não tenta enganar,Que ela também faz muito disso,Já vi uns tentando,Mas sei que isso é difícil,Casada com a noite,E ninguém vai mudar isso,Porque ela é impossível,Que novinha terrível,Pra romance é off,Pra balada é disponível,Ela é impossível,Que novinha terrível,A quebrada sabe,Que ela é outro nível,Porque ela é impossível,Que novinha terrível,Pra romance é off,Pra balada é disponível,Ela  é impossível,Que novinha terrível,A quebrada sabe,Que ela é outro nível,Deixa o livro de lado,Sem namorado pra casa ela desce,O dia melhora,Só quando a noite aparece,Tu pensa que ela quer,Um dia de compromisso,Mas não perde o tempo,Porque ela gosta mesmo é disso,No litoral ela tá,Na praia de Ubatuba,Nasceu pra ser top,Não pra andar de garupa,Pode deixar que ela vai,Escolher a noitada,Não é interesseira,Mas quer andar bem acompanhada,E quando passar,Chama atenção dos parça,Pega o Black Label,E joga o Chandon na taça,Capricha, novinha,Porque esse é teu momento,Mal acostumada,E presta atenção no vestimento,Calça da Armani,Já vi ela de ED,Bolsa da DG,Com a blusinha da Ecko Red,Anda bem cheirosa,Porta Morena Rosa,Melhor que ta tendo,E quando passa eu falo ""nossa!"",Novinha treinada,E se pegar vira vício,Não tenta enganar,Que ela também faz muito disso,Já vi uns tentando,Mais sei que isso é difícil,Casada com a noite,E ninguém vai mudar isso,Porque ela é impossível,Que novinha terrível,Pra romance é off,Pra balada é disponível,Ela  é impossível,Que novinha terrível,A quebrada sabe,Que ela é outro nível,Porque ela é impossível,Que novinha terrível,Pra romance é off,Pra balada é disponível,Ela é impossível,Que novinha terrível,A quebrada sabe,Que ela é outro nível",Novinha Terrível
MC Rodolfinho,Funk,"É o som do mc Rodolfinho,Mas eu desta vez não tô sozinho,Tô com Kondzilla e com meu mano DJ Nino,Pra todos vida loka,Bolso esquerdo só tem peixe,O direito tá cheio de onça,Ai meu Deus, como é bom ser vida loka,De carrão, de motona,O bagulho te impressiona,Ela brisa, ela olha, ela pisca, ela chora,Só pra andar de navona,Ai meu Deus, como é bom ser vida loka,Traz bebida pras gatona,Deixa elas malucona,Camarote, areá vip, baladinha monstra,Ai meu Deus, como é bom ser vida loka,Final de semana, só aventura,Fluxo também, se tem balada,Casa lotada, se prepara que hoje tem,E nós sai de casa pesadão,Apavorando de carro zero,Bate o contato com a IX35,Acelera o Camaro amarelo,Tamo de grife, de área vip,Envolvido na situação,Novo Mizuno, boné da Quik,E as Ice Thug tampando a visão,É o som do menor Rodolfinho,Estremecendo os coração dos fã,O progresso de hoje,É a garantia de amanhã,Relógio Rolex, Double X,Ed Hardy a firma é forte,Chego no shopping,Ei, gerente,Quero sair daqui todo de Oakley,Saca o malote, joga na mesa,Que diferença que faz uma grana,Tá ligado, aí balconista,Quanto que custa você na minha cama,Vem, não tem tempo ruim,Disposição tá exalando,Bate no rádio, tô disponível,É só falar qual é o plano,Pé no chão, consciente,Na melhor hora nós ataca,Imbicamo na agência,E saímos de Veloster sem placa,Cordão de ouro no pescoço,Ferrari dos novo nas cintura,Qual que é o corre do menino,É o que os bico se pergunta,Se que saber, eu vou dizer,Joga lá no Youtube,Aproveita me faz um favor,Compartilha esse vídeo,Lá no Facebook,Nóis tá pesado, mesmo sim,Não vou negar para você,Põe as partichola,As cachorra adora,E a concorrência quer morrer,E quando o bonde passa,Chama atenção das mais top da vila,Ela olhou, disfarçou,Mas depois comentou com as amigas,Comentou tipo assim,Esse menino aí eu caso,Ele tem dinheiro, ele é ligeiro,Não anda de a pé, só de moto, ou de carro,E se as amiga perguntar,Esse menor onde se conheceu,Fala pra elas colar na quebrada,Que os moleque é a mesma fita que eu,Nossa senhora, Ave Maria,Eu vou tocar o putero,Fica à vontade na limousine,Que eu vou fazer chuva de dinheiro,Jogo a de 5, jogo a de 10,Jogo a de 20, jogo as onça,Ai meu Deus, como é bom ser vida loka,Ai meu Deus, como é bom ser vida loka",Como É Bom Ser Vida Loka
Ludmilla,Funk,"Não olha pro lado, quem tá passando é o bonde,Se ficar de caozada, a porrada come,Não olha pro lado, quem tá passando é o bonde,Se ficar de caozada, a porrada come,As mina aqui da área no baile se revela,Não importa o que eu faço, vira moda entre elas,Falam mal do meu cabelo e da minha maquiagem,Ôh, coisa escrota, pode falar à vontade,Essa mina recalcada, não arruma um namorado,Não mexe com o meu, não sou de mandar recado,Fala mal de mim na roda dos amigos,Que coisa, garota, eu nunca fiz nada contigo!,Se entrar no meu caminho vai ficar perdida,Oh, rata molhada, se mete na sua vida,Não adianta, não tem vergonha na cara,Fala mal de mim, mas é minha fã encubada,Oh, recalcada, escuta o papo da Ludmilla,Não olha pro lado, quem tá passando é o bonde,Se ficar de caozada, a porrada come,Não olha pro lado, quem tá passando é o bonde,Se ficar de caozada, a porrada come",Fala Mal de Mim
MC Rita,Funk,"Espera aí,Preciso tanto conversar,Então, vem aqui,Pra gente se entender, sei lá,O seu olhar se desencontrou do meu,Meu coração tá tão longe do seu,Eu tô querendo novamente te ver,Pra, hoje em dia, eu falar pra você,Que a indecisão apertou no coração,Aquele aperto se é sim ou não,Só de pensar um dia te perder,Fiz essa canção pra você não me esquecer,Olha pra mim, deixa eu olhar pra você,Vem mais perto, que hoje eu vou te dizer,Me abraça e o seu corpo ao meu,O seu peito nunca me esqueceu,Na vida podem existir milhares,Mas nenhuma vai ser como você,Que, comigo, o amor foi de verdade,Que fez a minha vida acontecer,Eu troco a estrela por um beijo seu,Eu troco aquela lua pelo seu olhar,Eu deixo de viver meu paraíso,Minha verdade é você, meu lar,Na vida podem existir milhares,Mas nenhum vai ser como você,Que, comigo, o amor foi de verdade,Que fez a minha vida acontecer,Eu troco a estrela por um beijo seu,Troco aquela lua pelo seu olhar,Eu deixo de viver no paraíso,Minha verdade é você, meu lar",Amor de Verdade (part. MC Kekel)
MC Guimê,Funk,"Contando os plaque de 100, dentro de um Citroën,Ai nóis convida, porque sabe que elas vêm,De transporte nóis tá bem, de Hornet ou 1100,Kawasaky, tem Bandit, RR tem também,Contando os plaque de 100, dentro de um Citroën,Ai nóis convida, porque sabe que elas vêm,De transporte nois tá bem, de Hornet ou 1100,Kawasaky, tem Bandit, RR tem também,A noite chegou, nóis partiu pro Baile funk,E como de costume toca a nave no rasante,De Sonata, de Azzera, as mais gata sempre pira,Com os brilho da jóias no corpo de longe elas mira,Da até piripaque do Chaves onde nóis por perto passa,Onde tem fervo tem nóis, onde tem fogo há fumaça,É desse jeitinho que é, seleciona as mais top,Tem 3 porta, 3 lugares pra 3 minas no Veloster,Se quiser se envolver, chega junto, vamo além,Nóis é os pika de verdade, hoje não tem pra ninguém,Contando os plaque de 100, dentro de um Citroën,Ai nóis convida, porque sabe que elas vêm,De transporte nois tá bem, de Hornet ou 1100,Kawasaky tem Bandit,  RR tem também,Nóis mantém a humildade,Mas faz sempre parar tudo,E os zé povinho que olha, de longe diz: que absurdo,Invejoso se pergunta tão maluco o que que é isso,Mas se pergunta pra nós, nós vai responder: churiço,Só comentam e critica, fala mal da picadilha,Não sabe que somos sonho de consumo da tua filha,Então não se assuste não, quando a notícia vier à tona,Ou se trombar ela na sua casa, em cima do meu colo, na sua poltrona,Contando os plaque de 100, dentro de um Citroën,Ai nóis convida, porque sabe que elas vêm,De transporte nois tá bem, de Hornet ou 1100,Kawasaky tem Bandit, RR tem também",Plaque de 100
MC Daleste,Funk,"Eu sou Daleste, cheguei, mas tô saindo fora,Vim chamar as tops, vem, mas só se for agora,Angra dos reis, 40 graus, eu quero baile funk,De 1100, rolê vai adiante,Eu sou Daleste, cheguei, mas tô saindo fora,Vim chamar as tops, vem, mas só se for agora,Angra dos reis, 40 graus, eu quero baile funk,De 1100, rolê vai adiante,Não vem me dizendo ow, que dinheiro é problema,Faz por merecer, que eu faço valer a pena,Muleque bom à vera, que faz investimento,Financia ousadia e lucra com festa no apartamento,Sem caôzadinha, eu quero paz e money,Se eles tiram onda, eu tiro tsunami,Som no último volume, zé povinho fica bravo,Nasci pra ser patrão, nunca vou virar funcionário,No peão ali em Angra fiz mais de 10 mil em compra,De onde o cifrão vem não é da sua conta,Dodge Journey, ou vestindo Christian Audigier,Deixa os parça de escanteio,Sobra espaço pra mais seis mulher,São as melhores bandidas são selecionadas,Se eu fosse sheik, com cada uma eu casava,Tô sem juízo, pois é, de Rolex europeu,Depois que eu gastei 10 mil, perguntaram quem sou eu,Eu sou Daleste, cheguei, mas tô saindo fora,Vim chamar as tops, vem, mas só se for agora,Angra dos reis, 40 graus, eu quero baile funk,De 1100, rolê vai adiante,Eu sou Daleste, cheguei, mas tô saindo fora,Vim chama as tops, vem, mas só se for agora,Angra dos reis, 40 grau, eu quero baile funk,De 1100 rolê vai adiante,Não vem me dizendo ow, que dinheiro é problema,Faz por merece, que eu faço valer a pena,Muleque bom à vera, que faz investimento,Financia ousadia e lucra com festa no apartamento,Sem caôzadinha, eu quero paz e money,Se eles tiram onda, eu tiro tsunami,Som no último volume, zé povinho fica bravo,Nasci pra ser patrão, nunca vou vira funcionário!,No peão ali em Angra fiz mais de 10 mil em compra,De onde o cifrão vem não é da sua conta,Dodger Journey, ou vestindo Christian Audigier,Deixa os parça de escanteio,Sobra espaço pra mais seis mulher,São as melhores bandidas são selecionadas,Seu fosse sheik com cada uma eu casava,Tô sem juízo, pois é, de Rolex europeu,Depois que eu gastei 10 mil, perguntaram quem sou eu,Eu sou Daleste, cheguei, mas tô saindo fora,Vim chamar as tops, vem, mas só se for agora,Angra dos reis, 40 graus, eu quero baile funk,De 1100, rolê vai adiante",Angra dos Reis
